INFO:    Environment variable SINGULARITYENV_TMPDIR is set, but APPTAINERENV_TMPDIR is preferred
INFO:    Environment variable SINGULARITYENV_NXF_TASK_WORKDIR is set, but APPTAINERENV_NXF_TASK_WORKDIR is preferred
INFO:    Environment variable SINGULARITYENV_NXF_DEBUG is set, but APPTAINERENV_NXF_DEBUG is preferred
25/01/16 09:16:31 | INFO | root | Reading sequences from loki-ASV2_dfast_all_protein_ORFs.fasta
25/01/16 09:16:32 | INFO | root | Loaded 4544 sequences from loki-ASV2_dfast_all_protein_ORFs.fasta
25/01/16 09:16:32 | INFO | root | Loading model
Downloading: "https://dl.fbaipublicfiles.com/fair-esm/models/esmfold_3B_v1.pt" to /srv/scratch/z3374843/Loki-ASV2_in_silico/folded_proteins/ESMFold-H200/work/18/1346ed8390182cd7a9efd106395889/checkpoints/esmfold_3B_v1.pt
Downloading: "https://dl.fbaipublicfiles.com/fair-esm/models/esm2_t36_3B_UR50D.pt" to /srv/scratch/z3374843/Loki-ASV2_in_silico/folded_proteins/ESMFold-H200/work/18/1346ed8390182cd7a9efd106395889/checkpoints/esm2_t36_3B_UR50D.pt
Downloading: "https://dl.fbaipublicfiles.com/fair-esm/regression/esm2_t36_3B_UR50D-contact-regression.pt" to /srv/scratch/z3374843/Loki-ASV2_in_silico/folded_proteins/ESMFold-H200/work/18/1346ed8390182cd7a9efd106395889/checkpoints/esm2_t36_3B_UR50D-contact-regression.pt
25/01/16 09:18:04 | INFO | root | Starting Predictions
25/01/16 09:18:35 | INFO | root | Predicted structure for 2919|protein with length 36, pLDDT 49.7, pTM 0.134 in 1.1s (amortized, batch size 29). 14 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 2947|protein with length 36, pLDDT 59.0, pTM 0.302 in 1.1s (amortized, batch size 29). 15 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 1407|protein with length 37, pLDDT 55.5, pTM 0.172 in 1.1s (amortized, batch size 29). 16 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 2032|protein with length 37, pLDDT 52.8, pTM 0.296 in 1.1s (amortized, batch size 29). 17 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 3473|protein with length 37, pLDDT 64.0, pTM 0.404 in 1.1s (amortized, batch size 29). 18 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 3940|protein with length 37, pLDDT 49.2, pTM 0.274 in 1.1s (amortized, batch size 29). 19 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 4265|protein with length 37, pLDDT 53.0, pTM 0.322 in 1.1s (amortized, batch size 29). 20 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 1048|protein with length 38, pLDDT 76.4, pTM 0.464 in 1.1s (amortized, batch size 29). 21 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 3304|protein with length 38, pLDDT 83.3, pTM 0.582 in 1.1s (amortized, batch size 29). 22 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 0338|protein with length 39, pLDDT 75.5, pTM 0.521 in 1.1s (amortized, batch size 29). 23 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 0738|protein with length 39, pLDDT 63.1, pTM 0.369 in 1.1s (amortized, batch size 29). 24 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 1379|protein with length 39, pLDDT 60.3, pTM 0.395 in 1.1s (amortized, batch size 29). 25 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 1405|protein with length 39, pLDDT 78.9, pTM 0.459 in 1.1s (amortized, batch size 29). 26 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 1419|protein with length 39, pLDDT 81.0, pTM 0.579 in 1.1s (amortized, batch size 29). 27 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 1770|protein with length 39, pLDDT 78.9, pTM 0.519 in 1.1s (amortized, batch size 29). 28 / 4544 completed.
25/01/16 09:18:35 | INFO | root | Predicted structure for 2597|protein with length 39, pLDDT 41.7, pTM 0.127 in 1.1s (amortized, batch size 29). 29 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 4092|protein with length 39, pLDDT 53.9, pTM 0.306 in 1.4s (amortized, batch size 24). 30 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 4148|protein with length 39, pLDDT 50.3, pTM 0.295 in 1.4s (amortized, batch size 24). 31 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0880|protein with length 40, pLDDT 88.9, pTM 0.741 in 1.4s (amortized, batch size 24). 32 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2656|protein with length 40, pLDDT 75.1, pTM 0.502 in 1.4s (amortized, batch size 24). 33 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 4263|protein with length 40, pLDDT 62.1, pTM 0.340 in 1.4s (amortized, batch size 24). 34 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0771|protein with length 41, pLDDT 77.5, pTM 0.567 in 1.4s (amortized, batch size 24). 35 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 1287|protein with length 41, pLDDT 46.8, pTM 0.119 in 1.4s (amortized, batch size 24). 36 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0337|protein with length 42, pLDDT 74.0, pTM 0.479 in 1.4s (amortized, batch size 24). 37 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0466|protein with length 42, pLDDT 46.7, pTM 0.182 in 1.4s (amortized, batch size 24). 38 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 1969|protein with length 42, pLDDT 37.4, pTM 0.123 in 1.4s (amortized, batch size 24). 39 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2153|protein with length 42, pLDDT 82.2, pTM 0.573 in 1.4s (amortized, batch size 24). 40 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0163|protein with length 43, pLDDT 63.4, pTM 0.352 in 1.4s (amortized, batch size 24). 41 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0749|protein with length 43, pLDDT 62.5, pTM 0.358 in 1.4s (amortized, batch size 24). 42 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 1416|protein with length 43, pLDDT 56.6, pTM 0.314 in 1.4s (amortized, batch size 24). 43 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2387|protein with length 43, pLDDT 66.6, pTM 0.380 in 1.4s (amortized, batch size 24). 44 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 4481|protein with length 43, pLDDT 69.0, pTM 0.468 in 1.4s (amortized, batch size 24). 45 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 0516|protein with length 44, pLDDT 49.7, pTM 0.226 in 1.4s (amortized, batch size 24). 46 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 1661|protein with length 44, pLDDT 77.1, pTM 0.582 in 1.4s (amortized, batch size 24). 47 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2202|protein with length 44, pLDDT 56.1, pTM 0.294 in 1.4s (amortized, batch size 24). 48 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2802|protein with length 44, pLDDT 63.2, pTM 0.388 in 1.4s (amortized, batch size 24). 49 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2821|protein with length 44, pLDDT 51.3, pTM 0.297 in 1.4s (amortized, batch size 24). 50 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 2903|protein with length 44, pLDDT 74.2, pTM 0.499 in 1.4s (amortized, batch size 24). 51 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 1668|protein with length 45, pLDDT 73.9, pTM 0.504 in 1.4s (amortized, batch size 24). 52 / 4544 completed.
25/01/16 09:19:09 | INFO | root | Predicted structure for 1680|protein with length 45, pLDDT 70.6, pTM 0.445 in 1.4s (amortized, batch size 24). 53 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2249|protein with length 45, pLDDT 70.2, pTM 0.478 in 1.6s (amortized, batch size 21). 54 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2465|protein with length 45, pLDDT 46.4, pTM 0.117 in 1.6s (amortized, batch size 21). 55 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 0944|protein with length 46, pLDDT 58.5, pTM 0.348 in 1.6s (amortized, batch size 21). 56 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 1400|protein with length 46, pLDDT 42.3, pTM 0.193 in 1.6s (amortized, batch size 21). 57 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 1446|protein with length 46, pLDDT 69.2, pTM 0.453 in 1.6s (amortized, batch size 21). 58 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2661|protein with length 46, pLDDT 70.7, pTM 0.413 in 1.6s (amortized, batch size 21). 59 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2664|protein with length 46, pLDDT 48.7, pTM 0.287 in 1.6s (amortized, batch size 21). 60 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 4089|protein with length 46, pLDDT 52.1, pTM 0.272 in 1.6s (amortized, batch size 21). 61 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 1975|protein with length 47, pLDDT 70.7, pTM 0.441 in 1.6s (amortized, batch size 21). 62 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2173|protein with length 47, pLDDT 73.8, pTM 0.477 in 1.6s (amortized, batch size 21). 63 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 3291|protein with length 47, pLDDT 53.2, pTM 0.326 in 1.6s (amortized, batch size 21). 64 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 1022|protein with length 48, pLDDT 75.0, pTM 0.542 in 1.6s (amortized, batch size 21). 65 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2308|protein with length 48, pLDDT 82.1, pTM 0.671 in 1.6s (amortized, batch size 21). 66 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2765|protein with length 48, pLDDT 56.5, pTM 0.313 in 1.6s (amortized, batch size 21). 67 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 3041|protein with length 48, pLDDT 42.3, pTM 0.169 in 1.6s (amortized, batch size 21). 68 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 3677|protein with length 48, pLDDT 50.9, pTM 0.354 in 1.6s (amortized, batch size 21). 69 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 3988|protein with length 48, pLDDT 70.6, pTM 0.468 in 1.6s (amortized, batch size 21). 70 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 0081|protein with length 49, pLDDT 66.7, pTM 0.403 in 1.6s (amortized, batch size 21). 71 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 1279|protein with length 49, pLDDT 37.1, pTM 0.166 in 1.6s (amortized, batch size 21). 72 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 1933|protein with length 49, pLDDT 74.8, pTM 0.507 in 1.6s (amortized, batch size 21). 73 / 4544 completed.
25/01/16 09:19:43 | INFO | root | Predicted structure for 2393|protein with length 49, pLDDT 78.8, pTM 0.594 in 1.6s (amortized, batch size 21). 74 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 0811|protein with length 50, pLDDT 46.2, pTM 0.315 in 1.9s (amortized, batch size 19). 75 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 1464|protein with length 50, pLDDT 52.9, pTM 0.324 in 1.9s (amortized, batch size 19). 76 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 1483|protein with length 50, pLDDT 78.0, pTM 0.708 in 1.9s (amortized, batch size 19). 77 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2197|protein with length 50, pLDDT 44.8, pTM 0.201 in 1.9s (amortized, batch size 19). 78 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2741|protein with length 50, pLDDT 46.0, pTM 0.161 in 1.9s (amortized, batch size 19). 79 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2785|protein with length 50, pLDDT 70.2, pTM 0.487 in 1.9s (amortized, batch size 19). 80 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 4006|protein with length 50, pLDDT 59.8, pTM 0.416 in 1.9s (amortized, batch size 19). 81 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 0145|protein with length 51, pLDDT 79.1, pTM 0.661 in 1.9s (amortized, batch size 19). 82 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 0972|protein with length 51, pLDDT 44.9, pTM 0.291 in 1.9s (amortized, batch size 19). 83 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 1015|protein with length 51, pLDDT 41.3, pTM 0.105 in 1.9s (amortized, batch size 19). 84 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 0879|protein with length 52, pLDDT 92.2, pTM 0.806 in 1.9s (amortized, batch size 19). 85 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 1426|protein with length 52, pLDDT 56.8, pTM 0.415 in 1.9s (amortized, batch size 19). 86 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2884|protein with length 52, pLDDT 68.9, pTM 0.424 in 1.9s (amortized, batch size 19). 87 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 3595|protein with length 52, pLDDT 65.9, pTM 0.465 in 1.9s (amortized, batch size 19). 88 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 0730|protein with length 53, pLDDT 52.6, pTM 0.284 in 1.9s (amortized, batch size 19). 89 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 0750|protein with length 53, pLDDT 69.8, pTM 0.551 in 1.9s (amortized, batch size 19). 90 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2256|protein with length 53, pLDDT 83.5, pTM 0.753 in 1.9s (amortized, batch size 19). 91 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2404|protein with length 53, pLDDT 57.4, pTM 0.431 in 1.9s (amortized, batch size 19). 92 / 4544 completed.
25/01/16 09:20:19 | INFO | root | Predicted structure for 2797|protein with length 53, pLDDT 52.2, pTM 0.281 in 1.9s (amortized, batch size 19). 93 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4255|protein with length 53, pLDDT 63.0, pTM 0.356 in 2.0s (amortized, batch size 18). 94 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 1684|protein with length 54, pLDDT 49.8, pTM 0.256 in 2.0s (amortized, batch size 18). 95 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4052|protein with length 54, pLDDT 69.2, pTM 0.575 in 2.0s (amortized, batch size 18). 96 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4440|protein with length 54, pLDDT 78.6, pTM 0.581 in 2.0s (amortized, batch size 18). 97 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4493|protein with length 54, pLDDT 80.3, pTM 0.474 in 2.0s (amortized, batch size 18). 98 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 0242|protein with length 55, pLDDT 47.0, pTM 0.298 in 2.0s (amortized, batch size 18). 99 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 0519|protein with length 55, pLDDT 55.1, pTM 0.243 in 2.0s (amortized, batch size 18). 100 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 0534|protein with length 55, pLDDT 64.1, pTM 0.479 in 2.0s (amortized, batch size 18). 101 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 2007|protein with length 55, pLDDT 68.1, pTM 0.463 in 2.0s (amortized, batch size 18). 102 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 2991|protein with length 55, pLDDT 51.0, pTM 0.126 in 2.0s (amortized, batch size 18). 103 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 3353|protein with length 55, pLDDT 71.6, pTM 0.465 in 2.0s (amortized, batch size 18). 104 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4133|protein with length 55, pLDDT 51.3, pTM 0.252 in 2.0s (amortized, batch size 18). 105 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4264|protein with length 55, pLDDT 37.6, pTM 0.096 in 2.0s (amortized, batch size 18). 106 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 4537|protein with length 55, pLDDT 39.9, pTM 0.233 in 2.0s (amortized, batch size 18). 107 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 0728|protein with length 56, pLDDT 69.8, pTM 0.558 in 2.0s (amortized, batch size 18). 108 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 1348|protein with length 56, pLDDT 71.0, pTM 0.556 in 2.0s (amortized, batch size 18). 109 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 2238|protein with length 56, pLDDT 49.9, pTM 0.310 in 2.0s (amortized, batch size 18). 110 / 4544 completed.
25/01/16 09:20:55 | INFO | root | Predicted structure for 2433|protein with length 56, pLDDT 72.3, pTM 0.555 in 2.0s (amortized, batch size 18). 111 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 2459|protein with length 56, pLDDT 46.8, pTM 0.322 in 2.2s (amortized, batch size 17). 112 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 3605|protein with length 56, pLDDT 72.0, pTM 0.607 in 2.2s (amortized, batch size 17). 113 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 3656|protein with length 56, pLDDT 61.5, pTM 0.478 in 2.2s (amortized, batch size 17). 114 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 3659|protein with length 56, pLDDT 80.1, pTM 0.671 in 2.2s (amortized, batch size 17). 115 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 0806|protein with length 57, pLDDT 44.0, pTM 0.178 in 2.2s (amortized, batch size 17). 116 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 1798|protein with length 57, pLDDT 80.5, pTM 0.673 in 2.2s (amortized, batch size 17). 117 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 1854|protein with length 57, pLDDT 54.8, pTM 0.288 in 2.2s (amortized, batch size 17). 118 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 2159|protein with length 57, pLDDT 68.4, pTM 0.590 in 2.2s (amortized, batch size 17). 119 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 2314|protein with length 57, pLDDT 55.7, pTM 0.331 in 2.2s (amortized, batch size 17). 120 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 3040|protein with length 57, pLDDT 71.9, pTM 0.460 in 2.2s (amortized, batch size 17). 121 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 3414|protein with length 57, pLDDT 69.2, pTM 0.380 in 2.2s (amortized, batch size 17). 122 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 0925|protein with length 58, pLDDT 69.7, pTM 0.426 in 2.2s (amortized, batch size 17). 123 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 1410|protein with length 58, pLDDT 50.5, pTM 0.160 in 2.2s (amortized, batch size 17). 124 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 1650|protein with length 58, pLDDT 48.0, pTM 0.259 in 2.2s (amortized, batch size 17). 125 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 1879|protein with length 58, pLDDT 53.5, pTM 0.099 in 2.2s (amortized, batch size 17). 126 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 4021|protein with length 58, pLDDT 36.9, pTM 0.161 in 2.2s (amortized, batch size 17). 127 / 4544 completed.
25/01/16 09:21:33 | INFO | root | Predicted structure for 4249|protein with length 58, pLDDT 44.8, pTM 0.105 in 2.2s (amortized, batch size 17). 128 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 0674|protein with length 59, pLDDT 42.1, pTM 0.243 in 2.4s (amortized, batch size 17). 129 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 0941|protein with length 59, pLDDT 40.1, pTM 0.246 in 2.4s (amortized, batch size 17). 130 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 1164|protein with length 59, pLDDT 73.5, pTM 0.527 in 2.4s (amortized, batch size 17). 131 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 1422|protein with length 59, pLDDT 83.2, pTM 0.587 in 2.4s (amortized, batch size 17). 132 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 1439|protein with length 59, pLDDT 77.5, pTM 0.676 in 2.4s (amortized, batch size 17). 133 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 2102|protein with length 59, pLDDT 41.5, pTM 0.231 in 2.4s (amortized, batch size 17). 134 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 2286|protein with length 59, pLDDT 80.0, pTM 0.757 in 2.4s (amortized, batch size 17). 135 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 2715|protein with length 59, pLDDT 44.7, pTM 0.219 in 2.4s (amortized, batch size 17). 136 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 3115|protein with length 59, pLDDT 87.1, pTM 0.735 in 2.4s (amortized, batch size 17). 137 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 3799|protein with length 59, pLDDT 52.2, pTM 0.311 in 2.4s (amortized, batch size 17). 138 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 0139|protein with length 60, pLDDT 77.7, pTM 0.711 in 2.4s (amortized, batch size 17). 139 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 0797|protein with length 60, pLDDT 48.0, pTM 0.281 in 2.4s (amortized, batch size 17). 140 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 0807|protein with length 60, pLDDT 47.9, pTM 0.316 in 2.4s (amortized, batch size 17). 141 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 1166|protein with length 60, pLDDT 47.1, pTM 0.299 in 2.4s (amortized, batch size 17). 142 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 2088|protein with length 60, pLDDT 50.5, pTM 0.148 in 2.4s (amortized, batch size 17). 143 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 2291|protein with length 60, pLDDT 49.0, pTM 0.329 in 2.4s (amortized, batch size 17). 144 / 4544 completed.
25/01/16 09:22:13 | INFO | root | Predicted structure for 2762|protein with length 60, pLDDT 46.0, pTM 0.218 in 2.4s (amortized, batch size 17). 145 / 4544 completed.
25/01/16 09:22:55 | INFO | root | Predicted structure for 3650|protein with length 60, pLDDT 47.8, pTM 0.333 in 2.6s (amortized, batch size 16). 146 / 4544 completed.
25/01/16 09:22:55 | INFO | root | Predicted structure for 3869|protein with length 60, pLDDT 45.6, pTM 0.329 in 2.6s (amortized, batch size 16). 147 / 4544 completed.
25/01/16 09:22:55 | INFO | root | Predicted structure for 0439|protein with length 61, pLDDT 37.4, pTM 0.186 in 2.6s (amortized, batch size 16). 148 / 4544 completed.
