DESULFOASV1_0028_hypothetical_protein	6czi-assembly2.cif.gz_B	DESULFOASV1_0028_hypothetical_protein	6czi-assembly2.cif.gz_B Structure of a redesigned beta barrel, mFAP1, bound to DFHBI	0.136	107	83	29	135	10	106	3.147E-02	90
DESULFOASV1_0029_hypothetical_protein	AF-Q5RBP1-F1-model_v4	DESULFOASV1_0029_hypothetical_protein	AF-Q5RBP1-F1-model_v4 Nephronectin	0.095	151	111	59	209	441	564	3.182E-03	103
DESULFOASV1_0030_DMT_family_transporter	AF-O29740-F1-model_v4	DESULFOASV1_0030_DMT_family_transporter	AF-O29740-F1-model_v4 Uncharacterized transporter AF_0510	0.255	286	212	4	288	3	288	7.031E-14	621
DESULFOASV1_0031_SLC13_family_permease	AF-Q9LXV3-F1-model_v4	DESULFOASV1_0031_SLC13_family_permease	AF-Q9LXV3-F1-model_v4 Dicarboxylate transporter 1, chloroplastic	0.169	463	375	5	456	92	554	3.384E-17	792
DESULFOASV1_0032_FAD-dependent_oxidoreductase	AF-P99101-F1-model_v4	DESULFOASV1_0032_FAD-dependent_oxidoreductase	AF-P99101-F1-model_v4 Thioredoxin reductase	0.366	305	192	1	304	1	305	1.621E-36	1401
DESULFOASV1_0033_thioredoxin_family_protein	AF-P80579-F1-model_v4	DESULFOASV1_0033_thioredoxin_family_protein	AF-P80579-F1-model_v4 Thioredoxin	0.284	102	72	1	101	1	102	9.210E-11	373
DESULFOASV1_0034_sulfatase	AF-Q8XNV1-F1-model_v4	DESULFOASV1_0034_sulfatase	AF-Q8XNV1-F1-model_v4 Arylsulfatase	0.197	486	357	8	493	2	447	8.562E-27	749
DESULFOASV1_0035_Crp-Fnr_family_transcriptional_regulator	AF-Q79VI7-F1-model_v4	DESULFOASV1_0035_Crp-Fnr_family_transcriptional_regulator	AF-Q79VI7-F1-model_v4 CRP-like cAMP-activated global transcriptional regulator	0.242	204	152	25	225	23	226	3.236E-15	560
DESULFOASV1_0036_GNAT_family_N-acetyltransferase	4e0a-assembly1.cif.gz_B	DESULFOASV1_0036_GNAT_family_N-acetyltransferase	4e0a-assembly1.cif.gz_B Crystal Structure of the mutant F44R BH1408 protein from Bacillus halodurans, Northeast Structural Genomics Consortium (NESG) Target BhR182	0.200	156	115	1	145	1	156	2.219E-08	267
DESULFOASV1_0037_ATP-dependent_zinc_metalloprotease_FtsH	AF-Q8K9G8-F1-model_v4	DESULFOASV1_0037_ATP-dependent_zinc_metalloprotease_FtsH	AF-Q8K9G8-F1-model_v4 ATP-dependent zinc metalloprotease FtsH	0.578	602	252	5	603	2	603	2.933E-77	2974
DESULFOASV1_0038_dihydropteroate_synthase	AF-P0AC14-F1-model_v4	DESULFOASV1_0038_dihydropteroate_synthase	AF-P0AC14-F1-model_v4 Dihydropteroate synthase	0.402	271	158	5	275	14	279	1.724E-30	1147
DESULFOASV1_0039_diadenylate_cyclase_CdaA	AF-Q8Y5E4-F1-model_v4	DESULFOASV1_0039_diadenylate_cyclase_CdaA	AF-Q8Y5E4-F1-model_v4 Diadenylate cyclase	0.373	241	147	12	247	13	253	9.736E-23	820
DESULFOASV1_0040_CdaR_family_protein	AF-O51042-F1-model_v4	DESULFOASV1_0040_CdaR_family_protein	AF-O51042-F1-model_v4 YbbR-like domain-containing protein BB_0009	0.126	316	260	2	299	15	330	6.313E-19	503
DESULFOASV1_0041_phosphoglucosamine_mutase	AF-Q311T0-F1-model_v4	DESULFOASV1_0041_phosphoglucosamine_mutase	AF-Q311T0-F1-model_v4 Phosphoglucosamine mutase	0.693	450	138	1	450	1	450	2.338E-75	3103
DESULFOASV1_0042_UTP-glucose-1-phosphate_uridylyltransferase_GalU	AF-Q6GDU6-F1-model_v4	DESULFOASV1_0042_UTP-glucose-1-phosphate_uridylyltransferase_GalU	AF-Q6GDU6-F1-model_v4 UTP--glucose-1-phosphate uridylyltransferase	0.471	284	150	2	285	3	286	9.567E-39	1303
DESULFOASV1_0043_primosomal_protein_N-	AF-P94461-F1-model_v4	DESULFOASV1_0043_primosomal_protein_N-	AF-P94461-F1-model_v4 Primosomal protein N'	0.304	805	545	1	784	1	805	2.210E-71	2174
DESULFOASV1_0045_DUF2905_domain-containing_protein	AF-C0H463-F1-model_v4	DESULFOASV1_0045_DUF2905_domain-containing_protein	AF-C0H463-F1-model_v4 Uncharacterized membrane protein YrzS	0.418	74	37	1	74	1	64	4.252E-03	109
DESULFOASV1_0046_hypothetical_protein	AF-P76053-F1-model_v4	DESULFOASV1_0046_hypothetical_protein	AF-P76053-F1-model_v4 Probable DNA endonuclease SmrA	0.274	181	123	107	287	1	171	2.043E-11	304
DESULFOASV1_0047_MATE_family_efflux_transporter	AF-Q58119-F1-model_v4	DESULFOASV1_0047_MATE_family_efflux_transporter	AF-Q58119-F1-model_v4 Uncharacterized transporter MJ0709	0.221	445	346	8	452	2	446	1.382E-19	1051
DESULFOASV1_0048_hypothetical_protein	AF-O06738-F1-model_v4	DESULFOASV1_0048_hypothetical_protein	AF-O06738-F1-model_v4 Probable 2-phosphosulfolactate phosphatase	0.324	212	141	2	213	19	227	1.619E-20	728
DESULFOASV1_0049_hypothetical_protein	AF-P0AEQ3-F1-model_v4	DESULFOASV1_0049_hypothetical_protein	AF-P0AEQ3-F1-model_v4 Glutamine-binding periplasmic protein	0.229	225	172	21	244	19	243	1.220E-18	648
DESULFOASV1_0050_glucokinase	AF-Q55855-F1-model_v4	DESULFOASV1_0050_glucokinase	AF-Q55855-F1-model_v4 Glucokinase	0.251	354	237	1	318	1	354	1.348E-28	945
DESULFOASV1_0051_TolC_family_outer_membrane_protein	AF-Q8G0Y6-F1-model_v4	DESULFOASV1_0051_TolC_family_outer_membrane_protein	AF-Q8G0Y6-F1-model_v4 Outer membrane efflux protein BepC	0.218	413	316	17	429	22	426	8.822E-26	1134
DESULFOASV1_0052_hypothetical_protein	AF-Q03024-F1-model_v4	DESULFOASV1_0052_hypothetical_protein	AF-Q03024-F1-model_v4 Alkaline protease secretion ATP-binding protein AprD	0.256	543	401	3	545	11	550	3.975E-35	1395
DESULFOASV1_0053_N-A	AF-P23702-F1-model_v4	DESULFOASV1_0053_N-A	AF-P23702-F1-model_v4 Leukotoxin export ATP-binding protein LtxB	0.198	547	438	1	547	140	686	3.488E-31	1408
DESULFOASV1_0054_HlyD_family_type_I_secretion_periplasmic_adaptor_subunit	AF-Q7ANN5-F1-model_v4	DESULFOASV1_0054_HlyD_family_type_I_secretion_periplasmic_adaptor_subunit	AF-Q7ANN5-F1-model_v4 Type I secretion system membrane fusion protein PrsE	0.271	446	316	1	446	6	439	4.780E-39	1347
DESULFOASV1_0055_glycosyltransferase_family_4_protein	AF-Q59002-F1-model_v4	DESULFOASV1_0055_glycosyltransferase_family_4_protein	AF-Q59002-F1-model_v4 Uncharacterized glycosyltransferase MJ1607	0.178	411	320	1	411	1	390	1.066E-24	770
DESULFOASV1_0056_hypothetical_protein	AF-O31762-F1-model_v4	DESULFOASV1_0056_hypothetical_protein	AF-O31762-F1-model_v4 Bacillibactin exporter	0.172	400	324	1	392	1	400	3.190E-13	619
DESULFOASV1_0057_helix-turn-helix_transcriptional_regulator	AF-P76241-F1-model_v4	DESULFOASV1_0057_helix-turn-helix_transcriptional_regulator	AF-P76241-F1-model_v4 HTH-type transcriptional regulator NimR	0.258	239	177	18	256	17	255	2.525E-21	729
DESULFOASV1_0058_hypothetical_protein	AF-Q8QHJ9-F1-model_v4	DESULFOASV1_0058_hypothetical_protein	AF-Q8QHJ9-F1-model_v4 Interleukin-17 receptor D	0.155	101	69	332	414	174	274	1.208E-02	73
DESULFOASV1_0059_hypothetical_protein	AF-Q50864-F1-model_v4	DESULFOASV1_0059_hypothetical_protein	AF-Q50864-F1-model_v4 O-antigen biosynthesis protein RfbC	0.122	275	194	2	276	575	796	1.570E-06	128
DESULFOASV1_0060_ABC_transporter_ATP-binding_protein	AF-Q0S9A4-F1-model_v4	DESULFOASV1_0060_ABC_transporter_ATP-binding_protein	AF-Q0S9A4-F1-model_v4 Ribose import ATP-binding protein RbsA	0.303	500	346	7	503	2	501	3.104E-51	1895
DESULFOASV1_0061_ABC_transporter_permease	AF-D4GPW1-F1-model_v4	DESULFOASV1_0061_ABC_transporter_permease	AF-D4GPW1-F1-model_v4 Putative glucose ABC transporter permease protein TsgC13	0.394	321	181	7	306	5	325	1.869E-22	1082
DESULFOASV1_0062_ABC_transporter_permease	AF-D4GPW2-F1-model_v4	DESULFOASV1_0062_ABC_transporter_permease	AF-D4GPW2-F1-model_v4 Glucose ABC transporter permease protein TsgB13	0.295	367	252	1	358	2	368	3.791E-23	1159
DESULFOASV1_0063_BMP_family_ABC_transporter_substrate-binding_protein	6pi5-assembly4.cif.gz_D	DESULFOASV1_0063_BMP_family_ABC_transporter_substrate-binding_protein	6pi5-assembly4.cif.gz_D The evolving story of AtzT, a periplasmic binding protein	0.510	332	162	25	355	1	332	3.901E-46	1783
DESULFOASV1_0064_xanthine_phosphoribosyltransferase	AF-Q311U1-F1-model_v4	DESULFOASV1_0064_xanthine_phosphoribosyltransferase	AF-Q311U1-F1-model_v4 Xanthine-guanine phosphoribosyltransferase	0.691	162	49	1	160	1	162	1.029E-24	923
DESULFOASV1_0065_ammonium_transporter	AF-Q07429-F1-model_v4	DESULFOASV1_0065_ammonium_transporter	AF-Q07429-F1-model_v4 Ammonium transporter	0.576	401	170	1	401	1	401	1.498E-38	2012
DESULFOASV1_0066_P-II_family_nitrogen_regulator	AF-P9WN31-F1-model_v4	DESULFOASV1_0066_P-II_family_nitrogen_regulator	AF-P9WN31-F1-model_v4 Nitrogen regulatory protein P-II	0.607	112	44	1	112	1	112	8.609E-19	715
DESULFOASV1_0068_glycine_betaine-L-proline_ABC_transporter_ATP-binding_protein_ProV	AF-P46920-F1-model_v4	DESULFOASV1_0068_glycine_betaine-L-proline_ABC_transporter_ATP-binding_protein_ProV	AF-P46920-F1-model_v4 Glycine betaine transport ATP-binding protein OpuAA	0.490	400	200	13	412	5	398	1.864E-53	1953
DESULFOASV1_0069_glycine_betaine-L-proline_ABC_transporter_permease_ProW	AF-P14176-F1-model_v4	DESULFOASV1_0069_glycine_betaine-L-proline_ABC_transporter_permease_ProW	AF-P14176-F1-model_v4 Glycine betaine/proline betaine transport system permease protein ProW	0.532	276	129	6	281	57	332	3.453E-21	1162
DESULFOASV1_0070_glycine_betaine-L-proline_ABC_transporter_substrate-binding_protein_ProX	AF-E0SCY3-F1-model_v4	DESULFOASV1_0070_glycine_betaine-L-proline_ABC_transporter_substrate-binding_protein_ProX	AF-E0SCY3-F1-model_v4 Glycine betaine-binding periplasmic protein OusX	0.411	316	185	20	335	18	332	1.786E-31	1143
DESULFOASV1_0071_radical_SAM_protein	AF-Q51741-F1-model_v4	DESULFOASV1_0071_radical_SAM_protein	AF-Q51741-F1-model_v4 Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor-modifying protein	0.182	322	254	15	336	2	313	2.808E-21	609
DESULFOASV1_0072_universal_stress_protein	AF-Q57997-F1-model_v4	DESULFOASV1_0072_universal_stress_protein	AF-Q57997-F1-model_v4 Universal stress protein MJ0577	0.253	157	109	2	148	4	160	5.129E-10	321
DESULFOASV1_0073_putative_sulfate_exporter_family_transporter	AF-Q72DI6-F1-model_v4	DESULFOASV1_0073_putative_sulfate_exporter_family_transporter	AF-Q72DI6-F1-model_v4 UPF0324 membrane protein DVU_0943	0.544	580	261	4	583	7	579	2.268E-39	2101
DESULFOASV1_0074_hypothetical_protein	AF-P0C8Q9-F1-model_v4	DESULFOASV1_0074_hypothetical_protein	AF-P0C8Q9-F1-model_v4 Uncharacterized protein At5g19025	0.109	111	95	1	108	34	144	2.521E+00	40
DESULFOASV1_0075_hypothetical_protein	AF-Q9SI74-F1-model_v4	DESULFOASV1_0075_hypothetical_protein	AF-Q9SI74-F1-model_v4 Pectinesterase inhibitor 10	0.095	210	172	1	210	120	310	5.314E-01	43
DESULFOASV1_0076_DUF3365_domain-containing_protein	AF-Q06067-F1-model_v4	DESULFOASV1_0076_DUF3365_domain-containing_protein	AF-Q06067-F1-model_v4 Signal transduction histidine-protein kinase AtoS	0.161	800	500	3	802	4	600	1.226E-24	661
DESULFOASV1_0077_sigma-54_dependent_transcriptional_regulator	AF-P0AFU5-F1-model_v4	DESULFOASV1_0077_sigma-54_dependent_transcriptional_regulator	AF-P0AFU5-F1-model_v4 Transcriptional regulatory protein QseF	0.395	460	264	4	463	5	442	1.327E-48	1416
DESULFOASV1_0078_radical_SAM_protein	AF-Q51741-F1-model_v4	DESULFOASV1_0078_radical_SAM_protein	AF-Q51741-F1-model_v4 Tungsten-containing aldehyde ferredoxin oxidoreductase cofactor-modifying protein	0.196	350	273	13	362	2	341	1.774E-22	692
DESULFOASV1_0079_flavodoxin	5v57-assembly1.cif.gz_A	DESULFOASV1_0079_flavodoxin	5v57-assembly1.cif.gz_A 3.0A SYN structure of the multi-domain human smoothened receptor in complex with TC114	0.458	146	79	2	147	377	522	4.644E-20	731
DESULFOASV1_0080_hypothetical_protein	AF-Q9WY30-F1-model_v4	DESULFOASV1_0080_hypothetical_protein	AF-Q9WY30-F1-model_v4 Cyclic di-GMP phosphodiesterase TM_0186	0.374	234	142	2	235	136	363	7.838E-15	643
DESULFOASV1_0081_hypothetical_protein	3kcn-assembly1.cif.gz_A	DESULFOASV1_0081_hypothetical_protein	3kcn-assembly1.cif.gz_A The crystal structure of adenylate cyclase from Rhodopirellula baltica	0.293	133	93	1	133	1	133	2.091E-12	444
DESULFOASV1_0082_Crp-Fnr_family_transcriptional_regulator	AF-P9WMH2-F1-model_v4	DESULFOASV1_0082_Crp-Fnr_family_transcriptional_regulator	AF-P9WMH2-F1-model_v4 CRP-like cAMP-activated global transcriptional regulator	0.234	224	171	1	224	1	224	5.011E-19	637
DESULFOASV1_0083_hypothetical_protein	1yop-assembly1.cif.gz_A	DESULFOASV1_0083_hypothetical_protein	1yop-assembly1.cif.gz_A The solution structure of Kti11p	0.195	41	25	1	32	43	83	8.419E+00	15
DESULFOASV1_0084_hypothetical_protein	1x0g-assembly1.cif.gz_B	DESULFOASV1_0084_hypothetical_protein	1x0g-assembly1.cif.gz_B Crystal Structure of IscA with the [2Fe-2S] cluster	0.260	50	34	1	47	42	91	2.257E-02	99
DESULFOASV1_0085_PHP_domain-containing_protein	AF-Q57860-F1-model_v4	DESULFOASV1_0085_PHP_domain-containing_protein	AF-Q57860-F1-model_v4 Uncharacterized protein MJ0417	0.222	188	144	17	202	2	189	4.133E-11	319
DESULFOASV1_0086_hypothetical_protein	AF-P54447-F1-model_v4	DESULFOASV1_0086_hypothetical_protein	AF-P54447-F1-model_v4 Uncharacterized protein YqeB	0.153	78	58	15	92	17	85	5.873E+00	24
DESULFOASV1_0087_PAS_domain-containing_sensor_histidine_kinase	AF-P16497-F1-model_v4	DESULFOASV1_0087_PAS_domain-containing_sensor_histidine_kinase	AF-P16497-F1-model_v4 Sporulation kinase A	0.217	490	366	142	631	138	606	5.668E-33	1008
DESULFOASV1_0088_TadE-TadG_family_type_IV_pilus_assembly_protein	2zsg-assembly1.cif.gz_B	DESULFOASV1_0088_TadE-TadG_family_type_IV_pilus_assembly_protein	2zsg-assembly1.cif.gz_B Crystal structure of X-Pro aminopeptidase from Thermotoga maritima MSB8	0.155	114	85	44	157	235	336	1.282E-01	67
DESULFOASV1_0089_VWA_domain-containing_protein	3n2n-assembly1.cif.gz_B	DESULFOASV1_0089_VWA_domain-containing_protein	3n2n-assembly1.cif.gz_B The Crystal Structure of Tumor Endothelial Marker 8 (TEM8) extracellular domain	0.133	282	149	118	399	5	177	1.196E-08	293
DESULFOASV1_0090_TadE-TadG_family_type_IV_pilus_assembly_protein	AF-Q08408-F1-model_v4	DESULFOASV1_0090_TadE-TadG_family_type_IV_pilus_assembly_protein	AF-Q08408-F1-model_v4 Sensor protein RprX	0.118	115	93	12	126	11	117	2.762E-02	58
DESULFOASV1_0091_hypothetical_protein	AF-Q8CGY8-F1-model_v4	DESULFOASV1_0091_hypothetical_protein	AF-Q8CGY8-F1-model_v4 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	0.261	278	200	37	314	105	375	2.601E-12	557
DESULFOASV1_0092_type_II_secretion_system_F_family_protein	AF-Q58189-F1-model_v4	DESULFOASV1_0092_type_II_secretion_system_F_family_protein	AF-Q58189-F1-model_v4 Uncharacterized protein MJ0779	0.136	254	197	57	310	4	232	1.288E-04	205
DESULFOASV1_0093_type_II_secretion_system_F_family_protein	AF-Q58189-F1-model_v4	DESULFOASV1_0093_type_II_secretion_system_F_family_protein	AF-Q58189-F1-model_v4 Uncharacterized protein MJ0779	0.164	261	217	55	314	2	262	2.156E-03	161
DESULFOASV1_0094_CpaF_family_protein	AF-P9WMT2-F1-model_v4	DESULFOASV1_0094_CpaF_family_protein	AF-P9WMT2-F1-model_v4 Putative conjugal transfer protein MT3759	0.358	358	220	118	475	2	345	4.711E-36	1230
DESULFOASV1_0095_AAA_family_ATPase	3ea0-assembly1.cif.gz_B	DESULFOASV1_0095_AAA_family_ATPase	3ea0-assembly1.cif.gz_B Crystal Structure of ParA Family ATPase from Chlorobium tepidum TLS	0.272	241	173	129	369	3	241	4.476E-19	712
DESULFOASV1_ORF_0096 not PDB100 or Swiss-Prot hit
DESULFOASV1_0097_type_II_and_III_secretion_system_protein_family_protein	AF-P55702-F1-model_v4	DESULFOASV1_0097_type_II_and_III_secretion_system_protein_family_protein	AF-P55702-F1-model_v4 Uncharacterized protein y4xJ	0.309	403	268	41	443	3	391	4.380E-33	865
DESULFOASV1_0098_Flp_pilus_assembly_protein_CpaB	6ppw-assembly1.cif.gz_A	DESULFOASV1_0098_Flp_pilus_assembly_protein_CpaB	6ppw-assembly1.cif.gz_A Crystal structure of NeuB, an N-acetylneuraminate synthase from Neisseria meningitidis, in complex with magnesium and malate	0.206	63	47	43	105	289	348	1.217E-02	141
DESULFOASV1_0099_prepilin_peptidase	AF-P72640-F1-model_v4	DESULFOASV1_0099_prepilin_peptidase	AF-P72640-F1-model_v4 Prepilin leader peptidase/N-methyltransferase	0.219	166	115	13	178	109	256	4.747E-05	198
DESULFOASV1_0100_Flp_family_type_IVb_pilin	6wuc-assembly1.cif.gz_H	DESULFOASV1_0100_Flp_family_type_IVb_pilin	6wuc-assembly1.cif.gz_H The yeast Ctf3 complex with Cnn1-Wip1	0.147	61	50	2	61	82	142	9.237E+00	28
DESULFOASV1_0101_M2_family_metallopeptidase	6xj5-assembly4.cif.gz_H	DESULFOASV1_0101_M2_family_metallopeptidase	6xj5-assembly4.cif.gz_H Carboxypeptidase G2 modified with a versatile bioconjugate for metalloprotein design	0.289	379	267	20	395	6	384	1.423E-34	1225
DESULFOASV1_0102_glutamate_2-3-aminomutase	AF-Q185C5-F1-model_v4	DESULFOASV1_0102_glutamate_2-3-aminomutase	AF-Q185C5-F1-model_v4 Glutamate 2,3-aminomutase	0.352	435	273	89	523	1	422	1.436E-38	1356
DESULFOASV1_0103_hypothetical_protein	AF-Q0I203-F1-model_v4	DESULFOASV1_0103_hypothetical_protein	AF-Q0I203-F1-model_v4 Formate-dependent phosphoribosylglycinamide formyltransferase	0.163	447	319	6	452	3	384	4.920E-20	494
DESULFOASV1_0104_TAXI_family_TRAP_transporter_solute-binding_subunit	AF-P0A3T3-F1-model_v4	DESULFOASV1_0104_TAXI_family_TRAP_transporter_solute-binding_subunit	AF-P0A3T3-F1-model_v4 31 kDa immunogenic protein	0.363	327	206	1	327	6	329	1.508E-33	1082
DESULFOASV1_0105_TRAP_transporter_permease	AF-P44993-F1-model_v4	DESULFOASV1_0105_TRAP_transporter_permease	AF-P44993-F1-model_v4 Putative TRAP transporter large permease protein HI_1029	0.169	490	347	107	596	1	419	1.018E-11	509
DESULFOASV1_0106_hypothetical_protein	AF-Q9CD33-F1-model_v4	DESULFOASV1_0106_hypothetical_protein	AF-Q9CD33-F1-model_v4 ESAT-6-like protein EsxR	0.063	94	86	26	118	1	94	1.471E+00	75
DESULFOASV1_0107_sigma-54_dependent_transcriptional_regulator	AF-Q9APD9-F1-model_v4	DESULFOASV1_0107_sigma-54_dependent_transcriptional_regulator	AF-Q9APD9-F1-model_v4 Transcriptional regulatory protein ZraR	0.451	448	241	1	448	3	442	1.836E-47	1397
DESULFOASV1_0108_pyrroline-5-carboxylate_reductase	AF-P0C1E4-F1-model_v4	DESULFOASV1_0108_pyrroline-5-carboxylate_reductase	AF-P0C1E4-F1-model_v4 Pyrroline-5-carboxylate reductase	0.391	269	160	1	264	1	269	8.284E-28	1087
DESULFOASV1_0109_nucleoside-diphosphate_kinase	AF-B8DNF4-F1-model_v4	DESULFOASV1_0109_nucleoside-diphosphate_kinase	AF-B8DNF4-F1-model_v4 Nucleoside diphosphate kinase	0.726	139	38	1	139	1	139	6.256E-24	934
