24/10/02 10:27:18 | INFO | root | Reading sequences from ../sequence_files/protein.faa
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_36350 hypothetical protein with length 39, pLDDT 52.2, pTM 0.185 in 0.1s (amortized, batch size 28). 20 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_10690 hypothetical protein with length 40, pLDDT 44.4, pTM 0.152 in 0.1s (amortized, batch size 28). 21 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_04950 hypothetical protein with length 41, pLDDT 85.6, pTM 0.718 in 0.1s (amortized, batch size 28). 22 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_09660 hypothetical protein with length 41, pLDDT 58.4, pTM 0.393 in 0.1s (amortized, batch size 28). 23 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_12650 hypothetical protein with length 41, pLDDT 64.4, pTM 0.294 in 0.1s (amortized, batch size 28). 24 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_22950 hypothetical protein with length 41, pLDDT 63.0, pTM 0.339 in 0.1s (amortized, batch size 28). 25 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_03320 hypothetical protein with length 43, pLDDT 45.6, pTM 0.163 in 0.1s (amortized, batch size 28). 26 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_14420 hypothetical protein with length 43, pLDDT 75.3, pTM 0.590 in 0.1s (amortized, batch size 28). 27 / 3779 completed.
24/10/02 10:28:01 | INFO | root | Predicted structure for DESULFOASV1_24760 hypothetical protein with length 43, pLDDT 50.5, pTM 0.183 in 0.1s (amortized, batch size 28). 28 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_33830 hypothetical protein with length 44, pLDDT 60.0, pTM 0.232 in 0.2s (amortized, batch size 20). 29 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_36360 hypothetical protein with length 45, pLDDT 82.6, pTM 0.634 in 0.2s (amortized, batch size 20). 30 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_06670 hypothetical protein with length 46, pLDDT 70.1, pTM 0.408 in 0.2s (amortized, batch size 20). 31 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_33740 hypothetical protein with length 46, pLDDT 68.6, pTM 0.332 in 0.2s (amortized, batch size 20). 32 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_18220 hypothetical protein with length 47, pLDDT 70.1, pTM 0.402 in 0.2s (amortized, batch size 20). 33 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_31340 hypothetical protein with length 47, pLDDT 47.3, pTM 0.190 in 0.2s (amortized, batch size 20). 34 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_15060 hypothetical protein with length 48, pLDDT 81.7, pTM 0.573 in 0.2s (amortized, batch size 20). 35 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_01410 hypothetical protein with length 49, pLDDT 40.9, pTM 0.209 in 0.2s (amortized, batch size 20). 36 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_23300 hypothetical protein with length 49, pLDDT 76.8, pTM 0.627 in 0.2s (amortized, batch size 20). 37 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_37110 50S ribosomal protein L33 with length 49, pLDDT 67.9, pTM 0.472 in 0.2s (amortized, batch size 20). 38 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_19670 hypothetical protein with length 50, pLDDT 72.2, pTM 0.444 in 0.2s (amortized, batch size 20). 39 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_26460 hypothetical protein with length 51, pLDDT 75.7, pTM 0.612 in 0.2s (amortized, batch size 20). 40 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_27610 hypothetical protein with length 51, pLDDT 58.5, pTM 0.340 in 0.2s (amortized, batch size 20). 41 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_24430 hypothetical protein with length 52, pLDDT 68.2, pTM 0.392 in 0.2s (amortized, batch size 20). 42 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_24830 rubredoxin with length 52, pLDDT 92.3, pTM 0.812 in 0.2s (amortized, batch size 20). 43 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_27880 rubredoxin with length 52, pLDDT 94.5, pTM 0.820 in 0.2s (amortized, batch size 20). 44 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_26740 hypothetical protein with length 53, pLDDT 62.3, pTM 0.378 in 0.2s (amortized, batch size 20). 45 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_16310 hypothetical protein with length 54, pLDDT 70.9, pTM 0.553 in 0.2s (amortized, batch size 20). 46 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_23510 DUF2256 domain-containing protein with length 54, pLDDT 71.7, pTM 0.579 in 0.2s (amortized, batch size 20). 47 / 3779 completed.
24/10/02 10:28:04 | INFO | root | Predicted structure for DESULFOASV1_28580 hypothetical protein with length 54, pLDDT 71.7, pTM 0.472 in 0.2s (amortized, batch size 20). 48 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_12870 hypothetical protein with length 55, pLDDT 60.0, pTM 0.297 in 0.2s (amortized, batch size 18). 49 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_21330 hypothetical protein with length 55, pLDDT 48.7, pTM 0.151 in 0.2s (amortized, batch size 18). 50 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_01420 hypothetical protein with length 56, pLDDT 77.7, pTM 0.552 in 0.2s (amortized, batch size 18). 51 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_01940 hypothetical protein with length 56, pLDDT 76.1, pTM 0.674 in 0.2s (amortized, batch size 18). 52 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_08940 hypothetical protein with length 56, pLDDT 78.8, pTM 0.685 in 0.2s (amortized, batch size 18). 53 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_10110 hypothetical protein with length 56, pLDDT 49.5, pTM 0.103 in 0.2s (amortized, batch size 18). 54 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_10920 hypothetical protein with length 56, pLDDT 72.1, pTM 0.531 in 0.2s (amortized, batch size 18). 55 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_30900 hypothetical protein with length 56, pLDDT 44.4, pTM 0.161 in 0.2s (amortized, batch size 18). 56 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_07370 hypothetical protein with length 57, pLDDT 47.1, pTM 0.188 in 0.2s (amortized, batch size 18). 57 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_07790 hypothetical protein with length 57, pLDDT 54.8, pTM 0.285 in 0.2s (amortized, batch size 18). 58 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_13130 hypothetical protein with length 57, pLDDT 70.2, pTM 0.579 in 0.2s (amortized, batch size 18). 59 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_31590 hypothetical protein with length 57, pLDDT 66.4, pTM 0.440 in 0.2s (amortized, batch size 18). 60 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_34920 hypothetical protein with length 57, pLDDT 62.1, pTM 0.325 in 0.2s (amortized, batch size 18). 61 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_25180 hypothetical protein with length 58, pLDDT 64.4, pTM 0.425 in 0.2s (amortized, batch size 18). 62 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_28760 hypothetical protein with length 58, pLDDT 77.9, pTM 0.663 in 0.2s (amortized, batch size 18). 63 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_37420 50S ribosomal protein L30 with length 58, pLDDT 81.5, pTM 0.714 in 0.2s (amortized, batch size 18). 64 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_19180 hypothetical protein with length 59, pLDDT 52.3, pTM 0.288 in 0.2s (amortized, batch size 18). 65 / 3779 completed.
24/10/02 10:28:07 | INFO | root | Predicted structure for DESULFOASV1_22390 hypothetical protein with length 59, pLDDT 57.0, pTM 0.314 in 0.2s (amortized, batch size 18). 66 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_22540 hypothetical protein with length 59, pLDDT 76.1, pTM 0.624 in 0.2s (amortized, batch size 16). 67 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_31570 ferredoxin with length 59, pLDDT 88.2, pTM 0.813 in 0.2s (amortized, batch size 16). 68 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_13970 hypothetical protein with length 60, pLDDT 84.5, pTM 0.748 in 0.2s (amortized, batch size 16). 69 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_20380 50S ribosomal protein L32 with length 60, pLDDT 67.7, pTM 0.352 in 0.2s (amortized, batch size 16). 70 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_22600 hypothetical protein with length 60, pLDDT 76.7, pTM 0.628 in 0.2s (amortized, batch size 16). 71 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_34910 hypothetical protein with length 60, pLDDT 88.1, pTM 0.806 in 0.2s (amortized, batch size 16). 72 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_00840 hypothetical protein with length 61, pLDDT 73.6, pTM 0.520 in 0.2s (amortized, batch size 16). 73 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_01000 Flp family type IVb pilin with length 61, pLDDT 71.4, pTM 0.399 in 0.2s (amortized, batch size 16). 74 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_01910 hypothetical protein with length 61, pLDDT 73.9, pTM 0.680 in 0.2s (amortized, batch size 16). 75 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_04820 hypothetical protein with length 61, pLDDT 49.1, pTM 0.297 in 0.2s (amortized, batch size 16). 76 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_08880 hypothetical protein with length 61, pLDDT 78.9, pTM 0.646 in 0.2s (amortized, batch size 16). 77 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_01190 hypothetical protein with length 62, pLDDT 54.7, pTM 0.152 in 0.2s (amortized, batch size 16). 78 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_01470 hypothetical protein with length 62, pLDDT 80.2, pTM 0.674 in 0.2s (amortized, batch size 16). 79 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_01560 hypothetical protein with length 62, pLDDT 87.4, pTM 0.820 in 0.2s (amortized, batch size 16). 80 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_10400 hypothetical protein with length 62, pLDDT 65.7, pTM 0.379 in 0.2s (amortized, batch size 16). 81 / 3779 completed.
24/10/02 10:28:10 | INFO | root | Predicted structure for DESULFOASV1_09420 hypothetical protein with length 63, pLDDT 47.6, pTM 0.260 in 0.2s (amortized, batch size 16). 82 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_26860 hypothetical protein with length 63, pLDDT 54.4, pTM 0.213 in 0.2s (amortized, batch size 15). 83 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_35350 hypothetical protein with length 63, pLDDT 81.7, pTM 0.759 in 0.2s (amortized, batch size 15). 84 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_09310 hypothetical protein with length 64, pLDDT 48.2, pTM 0.231 in 0.2s (amortized, batch size 15). 85 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_16550 hypothetical protein with length 64, pLDDT 90.3, pTM 0.842 in 0.2s (amortized, batch size 15). 86 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_21090 hypothetical protein with length 64, pLDDT 75.6, pTM 0.600 in 0.2s (amortized, batch size 15). 87 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_21340 hypothetical protein with length 64, pLDDT 55.8, pTM 0.299 in 0.2s (amortized, batch size 15). 88 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_29870 hypothetical protein with length 64, pLDDT 48.9, pTM 0.213 in 0.2s (amortized, batch size 15). 89 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_08270 hypothetical protein with length 65, pLDDT 52.9, pTM 0.295 in 0.2s (amortized, batch size 15). 90 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_08890 hypothetical protein with length 65, pLDDT 71.8, pTM 0.578 in 0.2s (amortized, batch size 15). 91 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_15700 hypothetical protein with length 65, pLDDT 82.3, pTM 0.756 in 0.2s (amortized, batch size 15). 92 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_19680 hypothetical protein with length 65, pLDDT 73.0, pTM 0.433 in 0.2s (amortized, batch size 15). 93 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_24840 hypothetical protein with length 65, pLDDT 66.9, pTM 0.562 in 0.2s (amortized, batch size 15). 94 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_27150 hypothetical protein with length 65, pLDDT 75.1, pTM 0.699 in 0.2s (amortized, batch size 15). 95 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_32440 Trm112 family protein with length 65, pLDDT 79.7, pTM 0.760 in 0.2s (amortized, batch size 15). 96 / 3779 completed.
24/10/02 10:28:14 | INFO | root | Predicted structure for DESULFOASV1_01460 hypothetical protein with length 66, pLDDT 47.3, pTM 0.195 in 0.2s (amortized, batch size 15). 97 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_03180 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 98 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_05020 hypothetical protein with length 66, pLDDT 69.2, pTM 0.592 in 0.2s (amortized, batch size 15). 99 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_09260 hypothetical protein with length 66, pLDDT 53.5, pTM 0.279 in 0.2s (amortized, batch size 15). 100 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_10390 30S ribosomal protein S21 with length 66, pLDDT 68.4, pTM 0.331 in 0.2s (amortized, batch size 15). 101 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_13900 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 102 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_15280 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 103 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_15770 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 104 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_15900 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 105 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_16430 hypothetical protein with length 66, pLDDT 68.5, pTM 0.406 in 0.2s (amortized, batch size 15). 106 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_16520 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 107 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_16570 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 108 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_17780 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 109 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_18160 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 110 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_19750 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 111 / 3779 completed.
24/10/02 10:28:17 | INFO | root | Predicted structure for DESULFOASV1_19880 hypothetical protein with length 66, pLDDT 83.1, pTM 0.795 in 0.2s (amortized, batch size 15). 112 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_22130 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 113 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_22650 hypothetical protein with length 66, pLDDT 38.2, pTM 0.105 in 0.2s (amortized, batch size 15). 114 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_23020 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 115 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_23380 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 116 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_24710 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 117 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_25160 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 118 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_25410 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 119 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_26680 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 120 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_26810 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 121 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_27160 hypothetical protein with length 66, pLDDT 75.3, pTM 0.654 in 0.2s (amortized, batch size 15). 122 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_27670 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 123 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_27950 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 124 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_28190 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 125 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_28290 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 126 / 3779 completed.
24/10/02 10:28:20 | INFO | root | Predicted structure for DESULFOASV1_28870 hypothetical protein with length 66, pLDDT 77.3, pTM 0.569 in 0.2s (amortized, batch size 15). 127 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_30350 hypothetical protein with length 66, pLDDT 77.2, pTM 0.568 in 0.2s (amortized, batch size 15). 128 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_32570 hypothetical protein with length 66, pLDDT 77.2, pTM 0.568 in 0.2s (amortized, batch size 15). 129 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_33990 hypothetical protein with length 66, pLDDT 38.6, pTM 0.141 in 0.2s (amortized, batch size 15). 130 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_35080 hypothetical protein with length 66, pLDDT 73.9, pTM 0.590 in 0.2s (amortized, batch size 15). 131 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_36010 hypothetical protein with length 66, pLDDT 77.2, pTM 0.568 in 0.2s (amortized, batch size 15). 132 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_37510 hypothetical protein with length 66, pLDDT 77.2, pTM 0.568 in 0.2s (amortized, batch size 15). 133 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_01500 hypothetical protein with length 67, pLDDT 54.0, pTM 0.396 in 0.2s (amortized, batch size 15). 134 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_06560 hypothetical protein with length 67, pLDDT 70.2, pTM 0.633 in 0.2s (amortized, batch size 15). 135 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_13560 hypothetical protein with length 67, pLDDT 74.2, pTM 0.527 in 0.2s (amortized, batch size 15). 136 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_23830 hypothetical protein with length 67, pLDDT 42.4, pTM 0.174 in 0.2s (amortized, batch size 15). 137 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_26160 hypothetical protein with length 67, pLDDT 39.9, pTM 0.281 in 0.2s (amortized, batch size 15). 138 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_34490 hypothetical protein with length 67, pLDDT 68.0, pTM 0.485 in 0.2s (amortized, batch size 15). 139 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_34660 hypothetical protein with length 67, pLDDT 49.3, pTM 0.256 in 0.2s (amortized, batch size 15). 140 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_04380 twin-arginine translocase TatA-TatE family subunit with length 68, pLDDT 64.0, pTM 0.300 in 0.2s (amortized, batch size 15). 141 / 3779 completed.
24/10/02 10:28:24 | INFO | root | Predicted structure for DESULFOASV1_11690 hypothetical protein with length 68, pLDDT 81.3, pTM 0.768 in 0.2s (amortized, batch size 15). 142 / 3779 completed.
